area_code,area_name,period,indicator,measure,unit,value
E06000055,Bedford,2010,Vehicle miles travelled,Frequency,Miles (million),723
E08000002,Bury,2010,Vehicle miles travelled,Frequency,Miles (million),1014
E06000050,Cheshire West and Chester,2010,Vehicle miles travelled,Frequency,Miles (million),2381
E06000015,Derby,2010,Vehicle miles travelled,Frequency,Miles (million),1042
E92000001,England LA average,2010,Vehicle miles travelled,Frequency,Miles (million),1724
E06000035,Medway,2010,Vehicle miles travelled,Frequency,Miles (million),850
E06000042,Milton Keynes,2010,Vehicle miles travelled,Frequency,Miles (million),1457
E06000031,Peterborough,2010,Vehicle miles travelled,Frequency,Miles (million),1089
E06000038,Reading,2010,Vehicle miles travelled,Frequency,Miles (million),325
E08000029,Solihull,2010,Vehicle miles travelled,Frequency,Miles (million),1376
E06000025,South Gloucestershire,2010,Vehicle miles travelled,Frequency,Miles (million),2331
E08000007,Stockport,2010,Vehicle miles travelled,Frequency,Miles (million),1129
E06000030,Swindon,2010,Vehicle miles travelled,Frequency,Miles (million),1173
E06000034,Thurrock,2010,Vehicle miles travelled,Frequency,Miles (million),1002
E08000009,Trafford,2010,Vehicle miles travelled,Frequency,Miles (million),902
E06000007,Warrington,2010,Vehicle miles travelled,Frequency,Miles (million),1581
E06000014,York,2010,Vehicle miles travelled,Frequency,Miles (million),770
E06000055,Bedford,2011,Vehicle miles travelled,Frequency,Miles (million),718
E08000002,Bury,2011,Vehicle miles travelled,Frequency,Miles (million),1028
E06000050,Cheshire West and Chester,2011,Vehicle miles travelled,Frequency,Miles (million),2413
E06000015,Derby,2011,Vehicle miles travelled,Frequency,Miles (million),1053
E92000001,England LA average,2011,Vehicle miles travelled,Frequency,Miles (million),1740
E06000035,Medway,2011,Vehicle miles travelled,Frequency,Miles (million),857
E06000042,Milton Keynes,2011,Vehicle miles travelled,Frequency,Miles (million),1453
E06000031,Peterborough,2011,Vehicle miles travelled,Frequency,Miles (million),1085
E06000038,Reading,2011,Vehicle miles travelled,Frequency,Miles (million),331
E08000029,Solihull,2011,Vehicle miles travelled,Frequency,Miles (million),1428
E06000025,South Gloucestershire,2011,Vehicle miles travelled,Frequency,Miles (million),2344
E08000007,Stockport,2011,Vehicle miles travelled,Frequency,Miles (million),1150
E06000030,Swindon,2011,Vehicle miles travelled,Frequency,Miles (million),1185
E06000034,Thurrock,2011,Vehicle miles travelled,Frequency,Miles (million),1010
E08000009,Trafford,2011,Vehicle miles travelled,Frequency,Miles (million),921
E06000007,Warrington,2011,Vehicle miles travelled,Frequency,Miles (million),1595
E06000014,York,2011,Vehicle miles travelled,Frequency,Miles (million),775
E06000055,Bedford,2012,Vehicle miles travelled,Frequency,Miles (million),745
E08000002,Bury,2012,Vehicle miles travelled,Frequency,Miles (million),1022
E06000050,Cheshire West and Chester,2012,Vehicle miles travelled,Frequency,Miles (million),2366
E06000015,Derby,2012,Vehicle miles travelled,Frequency,Miles (million),1057
E92000001,England LA average,2012,Vehicle miles travelled,Frequency,Miles (million),1744
E06000035,Medway,2012,Vehicle miles travelled,Frequency,Miles (million),851
E06000042,Milton Keynes,2012,Vehicle miles travelled,Frequency,Miles (million),1510
E06000031,Peterborough,2012,Vehicle miles travelled,Frequency,Miles (million),1070
E06000038,Reading,2012,Vehicle miles travelled,Frequency,Miles (million),331
E08000029,Solihull,2012,Vehicle miles travelled,Frequency,Miles (million),1437
E06000025,South Gloucestershire,2012,Vehicle miles travelled,Frequency,Miles (million),2303
E08000007,Stockport,2012,Vehicle miles travelled,Frequency,Miles (million),1164
E06000030,Swindon,2012,Vehicle miles travelled,Frequency,Miles (million),1182
E06000034,Thurrock,2012,Vehicle miles travelled,Frequency,Miles (million),1008
E08000009,Trafford,2012,Vehicle miles travelled,Frequency,Miles (million),949
E06000007,Warrington,2012,Vehicle miles travelled,Frequency,Miles (million),1584
E06000014,York,2012,Vehicle miles travelled,Frequency,Miles (million),789
E06000055,Bedford,2013,Vehicle miles travelled,Frequency,Miles (million),760
E08000002,Bury,2013,Vehicle miles travelled,Frequency,Miles (million),1043
E06000050,Cheshire West and Chester,2013,Vehicle miles travelled,Frequency,Miles (million),2400
E06000015,Derby,2013,Vehicle miles travelled,Frequency,Miles (million),1041
E92000001,England LA average,2013,Vehicle miles travelled,Frequency,Miles (million),1760
E06000035,Medway,2013,Vehicle miles travelled,Frequency,Miles (million),875
E06000042,Milton Keynes,2013,Vehicle miles travelled,Frequency,Miles (million),1548
E06000031,Peterborough,2013,Vehicle miles travelled,Frequency,Miles (million),1099
E06000038,Reading,2013,Vehicle miles travelled,Frequency,Miles (million),332
E08000029,Solihull,2013,Vehicle miles travelled,Frequency,Miles (million),1431
E06000025,South Gloucestershire,2013,Vehicle miles travelled,Frequency,Miles (million),2348
E08000007,Stockport,2013,Vehicle miles travelled,Frequency,Miles (million),1177
E06000030,Swindon,2013,Vehicle miles travelled,Frequency,Miles (million),1190
E06000034,Thurrock,2013,Vehicle miles travelled,Frequency,Miles (million),1013
E08000009,Trafford,2013,Vehicle miles travelled,Frequency,Miles (million),955
