area_code,area_name,period,indicator,measure,unit,value
E92000001,England,2011,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.9
E06000005,Darlington,2011,"Fuel poverty (low income, high cost methodology)",Percentage,Households,14.7
E06000007,Warrington,2011,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.1
E06000014,York,2011,"Fuel poverty (low income, high cost methodology)",Percentage,Households,11
E06000015,Derby,2011,"Fuel poverty (low income, high cost methodology)",Percentage,Households,14.6
E06000020,Telford and Wrekin,2011,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.5
E06000025,South Gloucestershire,2011,"Fuel poverty (low income, high cost methodology)",Percentage,Households,7.6
E06000030,Swindon,2011,"Fuel poverty (low income, high cost methodology)",Percentage,Households,7.4
E06000031,Peterborough,2011,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.3
E06000034,Thurrock,2011,"Fuel poverty (low income, high cost methodology)",Percentage,Households,8.2
E06000042,Milton Keynes,2011,"Fuel poverty (low income, high cost methodology)",Percentage,Households,5
E06000050,Cheshire West and Chester,2011,"Fuel poverty (low income, high cost methodology)",Percentage,Households,11.1
E06000055,Bedford,2011,"Fuel poverty (low income, high cost methodology)",Percentage,Households,11.3
E08000002,Bury,2011,"Fuel poverty (low income, high cost methodology)",Percentage,Households,12.4
E08000007,Stockport,2011,"Fuel poverty (low income, high cost methodology)",Percentage,Households,12.3
E08000009,Trafford,2011,"Fuel poverty (low income, high cost methodology)",Percentage,Households,13.1
E08000029,Solihull,2011,"Fuel poverty (low income, high cost methodology)",Percentage,Households,11.6
E92000001,England,2012,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.4
E06000005,Darlington,2012,"Fuel poverty (low income, high cost methodology)",Percentage,Households,11.8
E06000007,Warrington,2012,"Fuel poverty (low income, high cost methodology)",Percentage,Households,8.3
E06000014,York,2012,"Fuel poverty (low income, high cost methodology)",Percentage,Households,9.1
E06000015,Derby,2012,"Fuel poverty (low income, high cost methodology)",Percentage,Households,16
E06000020,Telford and Wrekin,2012,"Fuel poverty (low income, high cost methodology)",Percentage,Households,11
E06000025,South Gloucestershire,2012,"Fuel poverty (low income, high cost methodology)",Percentage,Households,6.7
E06000030,Swindon,2012,"Fuel poverty (low income, high cost methodology)",Percentage,Households,7.6
E06000031,Peterborough,2012,"Fuel poverty (low income, high cost methodology)",Percentage,Households,9.6
E06000034,Thurrock,2012,"Fuel poverty (low income, high cost methodology)",Percentage,Households,7.5
E06000042,Milton Keynes,2012,"Fuel poverty (low income, high cost methodology)",Percentage,Households,5.4
E06000050,Cheshire West and Chester,2012,"Fuel poverty (low income, high cost methodology)",Percentage,Households,9.4
E06000055,Bedford,2012,"Fuel poverty (low income, high cost methodology)",Percentage,Households,9.9
E08000002,Bury,2012,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.3
E08000007,Stockport,2012,"Fuel poverty (low income, high cost methodology)",Percentage,Households,9.7
E08000009,Trafford,2012,"Fuel poverty (low income, high cost methodology)",Percentage,Households,11.1
E08000029,Solihull,2012,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.7
E92000001,England,2013,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.4
E06000005,Darlington,2013,"Fuel poverty (low income, high cost methodology)",Percentage,Households,12.5
E06000007,Warrington,2013,"Fuel poverty (low income, high cost methodology)",Percentage,Households,8
E06000014,York,2013,"Fuel poverty (low income, high cost methodology)",Percentage,Households,9
E06000015,Derby,2013,"Fuel poverty (low income, high cost methodology)",Percentage,Households,12.8
E06000020,Telford and Wrekin,2013,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.8
E06000025,South Gloucestershire,2013,"Fuel poverty (low income, high cost methodology)",Percentage,Households,9.1
E06000030,Swindon,2013,"Fuel poverty (low income, high cost methodology)",Percentage,Households,9.8
E06000031,Peterborough,2013,"Fuel poverty (low income, high cost methodology)",Percentage,Households,9.7
E06000034,Thurrock,2013,"Fuel poverty (low income, high cost methodology)",Percentage,Households,8.7
E06000042,Milton Keynes,2013,"Fuel poverty (low income, high cost methodology)",Percentage,Households,6.3
E06000050,Cheshire West and Chester,2013,"Fuel poverty (low income, high cost methodology)",Percentage,Households,8.9
E06000055,Bedford,2013,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.1
E08000002,Bury,2013,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.1
E08000007,Stockport,2013,"Fuel poverty (low income, high cost methodology)",Percentage,Households,9.2
E08000009,Trafford,2013,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10
E08000029,Solihull,2013,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.1
E92000001,England,2014,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.6
E06000005,Darlington,2014,"Fuel poverty (low income, high cost methodology)",Percentage,Households,12.6
E06000007,Warrington,2014,"Fuel poverty (low income, high cost methodology)",Percentage,Households,8.4
E06000014,York,2014,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.7
E06000015,Derby,2014,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.7
E06000020,Telford and Wrekin,2014,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.1
E06000025,South Gloucestershire,2014,"Fuel poverty (low income, high cost methodology)",Percentage,Households,9.5
E06000030,Swindon,2014,"Fuel poverty (low income, high cost methodology)",Percentage,Households,9.8
E06000031,Peterborough,2014,"Fuel poverty (low income, high cost methodology)",Percentage,Households,8.5
E06000034,Thurrock,2014,"Fuel poverty (low income, high cost methodology)",Percentage,Households,7.4
E06000042,Milton Keynes,2014,"Fuel poverty (low income, high cost methodology)",Percentage,Households,6
E06000050,Cheshire West and Chester,2014,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10
E06000055,Bedford,2014,"Fuel poverty (low income, high cost methodology)",Percentage,Households,9.2
E08000002,Bury,2014,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.4
E08000007,Stockport,2014,"Fuel poverty (low income, high cost methodology)",Percentage,Households,9.8
E08000009,Trafford,2014,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.4
E08000029,Solihull,2014,"Fuel poverty (low income, high cost methodology)",Percentage,Households,9.1
E92000001,England,2015,"Fuel poverty (low income, high cost methodology)",Percentage,Households,11
E06000005,Darlington,2015,"Fuel poverty (low income, high cost methodology)",Percentage,Households,14.1
E06000007,Warrington,2015,"Fuel poverty (low income, high cost methodology)",Percentage,Households,9.8
E06000014,York,2015,"Fuel poverty (low income, high cost methodology)",Percentage,Households,11.5
E06000015,Derby,2015,"Fuel poverty (low income, high cost methodology)",Percentage,Households,14.4
E06000020,Telford and Wrekin,2015,"Fuel poverty (low income, high cost methodology)",Percentage,Households,11.7
E06000025,South Gloucestershire,2015,"Fuel poverty (low income, high cost methodology)",Percentage,Households,8.8
E06000030,Swindon,2015,"Fuel poverty (low income, high cost methodology)",Percentage,Households,9
E06000031,Peterborough,2015,"Fuel poverty (low income, high cost methodology)",Percentage,Households,7.8
E06000034,Thurrock,2015,"Fuel poverty (low income, high cost methodology)",Percentage,Households,6.8
E06000042,Milton Keynes,2015,"Fuel poverty (low income, high cost methodology)",Percentage,Households,7.9
E06000050,Cheshire West and Chester,2015,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.1
E06000055,Bedford,2015,"Fuel poverty (low income, high cost methodology)",Percentage,Households,8.5
E08000002,Bury,2015,"Fuel poverty (low income, high cost methodology)",Percentage,Households,11.2
E08000007,Stockport,2015,"Fuel poverty (low income, high cost methodology)",Percentage,Households,10.2
E08000009,Trafford,2015,"Fuel poverty (low income, high cost methodology)",Percentage,Households,9.9
