area_code,area_name,period,indicator,measure,unit,value
E06000036,Bracknell Forest,2012/13,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,57.8
E09000006,Bromley,2012/13,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,61
E06000060,Buckinghamshire,2012/13,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,54.9
E06000056,Central Bedfordshire,2012/13,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,49.1
E06000049,Cheshire East,2012/13,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,56.3
E92000001,England,2012/13,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,51.7
E10000014,Hampshire,2012/13,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,58.9
E10000015,Hertfordshire,2012/13,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,61.2
E08000029,Solihull,2012/13,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,56
E08000007,Stockport,2012/13,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,54.1
E08000009,Trafford,2012/13,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,61.2
E06000014,York,2012/13,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,56.5
E06000036,Bracknell Forest,2013/14,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,63.2
E09000006,Bromley,2013/14,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,67.2
E06000060,Buckinghamshire,2013/14,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,63.8
E06000056,Central Bedfordshire,2013/14,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,57.2
E06000049,Cheshire East,2013/14,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,62
E92000001,England,2013/14,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,60.4
E10000014,Hampshire,2013/14,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,67.5
E10000015,Hertfordshire,2013/14,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,65.9
E08000029,Solihull,2013/14,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,61.4
E08000007,Stockport,2013/14,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,62.1
E08000009,Trafford,2013/14,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,68.6
E06000014,York,2013/14,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,64.5
E06000036,Bracknell Forest,2014/15,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,73.2
E09000006,Bromley,2014/15,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,73.7
E06000060,Buckinghamshire,2014/15,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,68.4
E06000056,Central Bedfordshire,2014/15,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,63.6
E06000049,Cheshire East,2014/15,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,68.4
E92000001,England,2014/15,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,66.3
E10000014,Hampshire,2014/15,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,72.6
E10000015,Hertfordshire,2014/15,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,69
E08000029,Solihull,2014/15,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,68.4
E08000007,Stockport,2014/15,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,67.9
E08000009,Trafford,2014/15,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,73.4
E06000014,York,2014/15,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,69.7
E06000036,Bracknell Forest,2015/16,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,74
E09000006,Bromley,2015/16,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,75.4
E06000060,Buckinghamshire,2015/16,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,70.6
E06000056,Central Bedfordshire,2015/16,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,68.5
E06000049,Cheshire East,2015/16,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,71.3
E92000001,England,2015/16,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,69.3
E10000014,Hampshire,2015/16,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,75.2
E10000015,Hertfordshire,2015/16,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,69.8
E08000029,Solihull,2015/16,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,71.8
E08000007,Stockport,2015/16,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,69.6
E08000009,Trafford,2015/16,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,73.8
E06000014,York,2015/16,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,74.1
E06000036,Bracknell Forest,2016/17,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,73.4
E09000006,Bromley,2016/17,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,77.4
E06000060,Buckinghamshire,2016/17,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,73.5
E06000056,Central Bedfordshire,2016/17,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,71.7
E06000049,Cheshire East,2016/17,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,71.7
E92000001,England,2016/17,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,70.7
E10000014,Hampshire,2016/17,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,75.7
E10000015,Hertfordshire,2016/17,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,72.2
E08000029,Solihull,2016/17,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,71.7
E08000007,Stockport,2016/17,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,71.6
E08000009,Trafford,2016/17,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,73
E06000014,York,2016/17,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,74.3
E06000036,Bracknell Forest,2017/18,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,75.2
E09000006,Bromley,2017/18,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,77.2
E06000060,Buckinghamshire,2017/18,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,73.9
E06000056,Central Bedfordshire,2017/18,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,73.2
E06000049,Cheshire East,2017/18,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,72.9
E92000001,England,2017/18,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,71.5
E10000014,Hampshire,2017/18,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,76.7
E10000015,Hertfordshire,2017/18,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,72.7
E08000029,Solihull,2017/18,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,72.7
E08000007,Stockport,2017/18,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,70
E08000009,Trafford,2017/18,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,75.3
E06000014,York,2017/18,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,74.8
E06000036,Bracknell Forest,2018/19,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,76.4
E09000006,Bromley,2018/19,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,78.2
E06000060,Buckinghamshire,2018/19,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,74.3
E06000056,Central Bedfordshire,2018/19,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,72.5
E06000049,Cheshire East,2018/19,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,72.8
E92000001,England,2018/19,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,71.8
E10000014,Hampshire,2018/19,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,77
E10000015,Hertfordshire,2018/19,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,73
E08000029,Solihull,2018/19,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,72.6
E08000007,Stockport,2018/19,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,70.4
E08000009,Trafford,2018/19,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,74.7
E06000014,York,2018/19,School readiness: percentage of children achieving a good level of development at the end of Reception,Percentage,Persons,75.6
E06000036,Bracknell Forest,2012/13,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,34.4
E09000006,Bromley,2012/13,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,39.8
E06000060,Buckinghamshire,2012/13,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,31.8
E06000056,Central Bedfordshire,2012/13,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,28.7
E06000049,Cheshire East,2012/13,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,35.5
E92000001,England,2012/13,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,36.2
E10000014,Hampshire,2012/13,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,37.4
E10000015,Hertfordshire,2012/13,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,40.6
E08000029,Solihull,2012/13,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,32.1
E08000007,Stockport,2012/13,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,33.7
E08000009,Trafford,2012/13,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,39.5
E06000014,York,2012/13,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,31.4
E06000036,Bracknell Forest,2013/14,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,43
E09000006,Bromley,2013/14,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,51
E06000060,Buckinghamshire,2013/14,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,40
E06000056,Central Bedfordshire,2013/14,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,35.9
E06000049,Cheshire East,2013/14,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,42.4
E92000001,England,2013/14,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,44.8
E10000014,Hampshire,2013/14,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,46.7
E10000015,Hertfordshire,2013/14,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,45.8
E08000029,Solihull,2013/14,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,40.9
E08000007,Stockport,2013/14,School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception,Percentage,Persons,39.6
